['LJGZGWLYDULDPC-UHFFFAOYSA-N', 'active', 1.0]
['OULIUMYEIBBDIX-CQSZACIVSA-N', 'inactive', 0.5681818181818182]
['VAPZMHMCBLZMGI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OULIUMYEIBBDIX-AWEZNQCLSA-N', 'inactive', 0.5681818181818182]
['NLNYJXHOBGIEOY-INIZCTEOSA-N', 'inactive', 0.5681818181818182]
['ZIHFDPLPNCZZMI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DAERILGTMUCYOB-CYBMUJFWSA-N', 'inactive', 0.5681818181818182]
['SNHFDTUVNYGYCB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KDZUHKSMDGIOBV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KPYVHHKWIIDMSM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CZSKYZJCTDTGNN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RYXKZBMUXKYXSA-CYBMUJFWSA-N', 'inactive', 0.5681818181818182]
['ZHPVUKLJBNNXAM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PHBLYYAITMNJIJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XCXZBIZBMIWDPX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NSGQSVFNJFEURL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CUHTUYOAOJAYME-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YLXHLOMDMMOWNB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZCWKYYFDYXPKPR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YGPOVADIOBVBNU-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['YGPOVADIOBVBNU-CYBMUJFWSA-N', 'inactive', 0.5681818181818182]
['YFTRRPZJMDEXRV-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['XFYJUCCMAQBEGZ-CQSZACIVSA-N', 'inactive', 0.5681818181818182]
['RYXKZBMUXKYXSA-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['QEEWBYHWBSQWJR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PRISDOKDZHXWIF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NLNYJXHOBGIEOY-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['MZVQHGBXEXGEIF-INIZCTEOSA-N', 'inactive', 0.5681818181818182]
['MYXACFTXZIBUAV-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['MYXACFTXZIBUAV-INIZCTEOSA-N', 'inactive', 0.5681818181818182]
['MRRDRMXFQDIFHN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MFXHAAUOMZVOJN-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['MFXHAAUOMZVOJN-INIZCTEOSA-N', 'inactive', 0.5681818181818182]
['KYUDDJDYVNHIFE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JRZLALIFQRFXDG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IXBCEKWBXSKYEC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GEWFPSJJKKAWFB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FYTJFLKSNATPKQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FMCJUMPRVNSJIY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DAERILGTMUCYOB-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['CFFIBGOUYAVQIZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BRDFCNMVXGKCEA-AWEZNQCLSA-N', 'inactive', 0.5681818181818182]
['AJBHREYSUDMLQQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SAMLUEXYGUANPP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HKDCYHVIRWMNES-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FWIVQMZXXUCSES-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IZBCHPQFRCSXQC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OFIQPBGSKSAUIC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NHPIUTMICXJZSG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PIICWGMRSBZKSE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HCKBMNIVARAFNG-PFEQFJNWSA-N', 'inactive', 0.5681818181818182]
['DNDDUIHNGRMIDW-XJDOXCRVSA-N', 'inactive', 0.5681818181818182]
['VTIIHTOPZVGWNH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OEOXQDAQTGGYSH-CVEARBPZSA-N', 'inactive', 0.5681818181818182]
['HPLPZQXVSXASSV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OEOXQDAQTGGYSH-HZPDHXFCSA-N', 'inactive', 0.5681818181818182]
['YBEQZZVGSNTJIX-ZDLGFXPLSA-N', 'inactive', 0.5681818181818182]
['MNPPDJQNBZIYCY-MOSHPQCFSA-N', 'inactive', 0.5681818181818182]
['DNHASPFCYBJLFW-UNOMPAQXSA-N', 'inactive', 0.5681818181818182]
['DYCQBDCUPMFYJK-MOSHPQCFSA-N', 'inactive', 0.5681818181818182]
['FEFYLXHIGVGBRX-UNOMPAQXSA-N', 'inactive', 0.5681818181818182]
['AZRKQDAPHVRPDD-PDGQHHTCSA-N', 'inactive', 0.5681818181818182]
['DBNQTOPVEYPPRJ-MFOYZWKCSA-N', 'inactive', 0.5681818181818182]
['OMSQEKIZWDNBFF-SXGWCWSVSA-N', 'inactive', 0.5681818181818182]
['OYKBWVBNBHJGMZ-SXGWCWSVSA-N', 'inactive', 0.5681818181818182]
['QSZWDBJSALSWKU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZQKPFVQLYSEERU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZYZZUQSYCVJCGU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GHQVOYCDRZKHGP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VXJCKEGWFQFYGD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CNROOJZJJXFOTM-PDGQHHTCSA-N', 'inactive', 0.5681818181818182]
['PCPCALZNZASXBW-UNOMPAQXSA-N', 'inactive', 0.5681818181818182]
['IEOYWWCOCUGVLY-ZHZULCJRSA-N', 'inactive', 0.5681818181818182]
['QNTVOFVRQGNPMJ-STZFKDTASA-N', 'inactive', 0.5681818181818182]
['QIORYNXHEOOSJV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XFGUQBAZRCLTEY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LLABBNFWXSWQPH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWKGDQIGZQWANP-HNNXBMFYSA-N', 'inactive', 0.5681818181818182]
['HUDYMKQAAGGFLT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WRFVQFYCOMRNEC-AWEZNQCLSA-N', 'inactive', 0.5681818181818182]
['DNDRTWYSGYFJDE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FHDLNHBWZFXEIV-LBPRGKRZSA-N', 'inactive', 0.5681818181818182]
['CWJGSJKRYPVIEO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OSFDPCCKEPQGBD-NRFANRHFSA-N', 'inactive', 0.5681818181818182]
['FMQQJTDTPJPLJL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MUJFEFCCYNVTRU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UQDLBQKINWQAFA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZDTMGSSRQLKYTK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HTUGNJUOLCHNPJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HELANSPUIAWVDR-JKSUJKDBSA-N', 'inactive', 0.5681818181818182]
['KUJHLIFMQYQZJJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SRBOSZXJUUIJCM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YONPPJHEVQCJBG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QJTIAMNHDIIRCV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JLCWGUAPKKLZEH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MGISXRJSGUPKQM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZOJPUVWFEQLGDT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZMNBPOVMVQHTPS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LZMNDXYSWJLVGT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MNDXCCSGNBXRDW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KQSKAMDYPHZQIR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VOLAXAIWDJKVQK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AXGLNIDGYUYOGO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZWFAMNYVYYLXLF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DKCUZCFOPIZHOM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XKWMMAZJYLBKGM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IMBDVZCKDZOFQC-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['YGROVARESCMSTE-HNNXBMFYSA-N', 'inactive', 0.5681818181818182]
['WVVOLSJXVVDBMR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWKGDQIGZQWANP-OAHLLOKOSA-N', 'inactive', 0.5681818181818182]
['PWHGHAZYGUIHSJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PHMIOFRZUCXHNW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OCQPTCCVAAFWBD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KTHPZMLWTMFKNQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KFIAKLFWWRYIIL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NGXVSMXJOASZEQ-JCMHNJIXSA-N', 'inactive', 0.5681818181818182]
['ZZLLEVJXHYDIBH-STZFKDTASA-N', 'inactive', 0.5681818181818182]
['DFQLRNZRUOZPPZ-ZHZULCJRSA-N', 'inactive', 0.5681818181818182]
['ICHRFQQNDIFTKG-STZFKDTASA-N', 'inactive', 0.5681818181818182]
['RIQABCQFNMRXGD-NSCUHMNNSA-N', 'inactive', 0.5681818181818182]
['YANJVJNPDUAITB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WJVLYEIKCQVFQZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SZEGUPRYCICECC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AFTMPNXJJFAJQY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MGXDCMFWJJFOJO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FCXFJTBDSHWNQI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BJLGPLDKIWNZMI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QHKATIIZRFLMPP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NNMGBPICEFOJCR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZKQFRQSIOZOHFN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IATITYUCRWVUTN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SCTJWGPLHUKLTR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UADPPLWEOXEBHY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZVEZCNCIUJOJGE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CKSQEYJWASOOFC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BRUKMVGMORSWRI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GOQRJJJUKDOEDX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NHVFUGVOZKUGSO-IBGZPJMESA-N', 'inactive', 0.5681818181818182]
['HRLAPBYMQSWMAM-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['MTBHRTGOVAAERS-HNNXBMFYSA-N', 'inactive', 0.5681818181818182]
['WRLCPTKWPQHQOJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ILAMEGXSIDAMQS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SQNCJXRMTPLLIE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JTJOPXMIAYWYOY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AJSIOKXUUWIIMS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CIQZNNDNYXYZRX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LBAWJARRIMBOIK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWTKBWKPFMJMOX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XVQVJOVUQYDONJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CPPIATMQRMGJPR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BQUZMYMEHGJWKL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ALLQCGZXBPKYSG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GDFJAWWVVCZRDC-YVEFUNNKSA-N', 'inactive', 0.5681818181818182]
['VMGVELKWIYWCGT-SJLPKXTDSA-N', 'inactive', 0.5681818181818182]
['RFWRWKOFFWNBNN-SJORKVTESA-N', 'inactive', 0.5681818181818182]
['KUKLPAJNBISBFL-IAGOWNOFSA-N', 'inactive', 0.5681818181818182]
['GJTDINLGBRKWDU-IEBWSBKVSA-N', 'inactive', 0.5681818181818182]
['XNIDRCPMYANHKK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QHTZGTDGFHTCOG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RMOKRFIGJYKHBC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VVPPXYAUONGMAP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SCNGMNYRVYXQPU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IBGHYDIOSGMJCT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VTZVEVBBXGRODA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['APZUUSIJEXDZHR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IIXFJXWFSGAMJW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FDNODAXAWVVNAR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AIPRSHMTIAKXNV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['INEQZCFZPSEZKW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WHSPDOHUZPGCER-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YEIAMNOHYKXSFB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IYINYGZMZPUBOK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WVIUSDIMRFVSKZ-ONEGZZNKSA-N', 'inactive', 0.5681818181818182]
['WZACGJSPDNLOEJ-MEKGRNQZSA-N', 'inactive', 0.5681818181818182]
['FWFCALLHZITRMJ-MEKGRNQZSA-N', 'inactive', 0.5681818181818182]
['PDAWAZKMZGJEIJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VLPCGCZDGREOFJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZGEDFCPSZQNBDC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HVFJPYOLLFQOSC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DXRUVHDCEDGTEZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HLUBEYLDWMSKMS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QXNYFHSLIJYAAE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WHNDKGHJSGTRIX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AJNNCSNHKWAFNJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PWGHYZCBWGVCIO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JHZWEYCWMPNVEC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PTPSYWCHGKIOKO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IXRUWYWFCVKTLF-ONEGZZNKSA-N', 'inactive', 0.5681818181818182]
['NRJLIXYRMUTXLB-HOTGVXAUSA-N', 'inactive', 0.5681818181818182]
['HHOYYRILEAQSBG-QZTJIDSGSA-N', 'inactive', 0.5681818181818182]
['UTXHUOPRPZTPFF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YILTUWKDVMACDH-LCYFTJDESA-N', 'inactive', 0.5681818181818182]
['IAQZVKJPXXSPQY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XGXQRCYSICFGGU-JWIQXXRHSA-N', 'inactive', 0.5681818181818182]
['YRFFSXGTTQWBAN-RUZDIDTESA-N', 'inactive', 0.5681818181818182]
['XZVMDNHIMXOONX-YDALLXLXSA-N', 'inactive', 0.5681818181818182]
['MJPPMSVRZANITP-KQWNVCNZSA-N', 'inactive', 0.5681818181818182]
['SLGOOIOKQLXWCQ-SNAWJCMRSA-N', 'inactive', 0.5681818181818182]
['IEZIGALAAYCWOE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QAZGTFDWUZKORI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UZCAVDGOGABRHN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UDJVPINMZWRCLS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZPNJHUHYTGLNKP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IUGJEEPARIAEGX-UHFFFAOYSA-M', 'inactive', 0.5681818181818182]
['QTHNMWVCEHCIPA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RSJZEWVJKURCCL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WPAVADFXCUSOKS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FETHQMUTVCJHDR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UNETZUBQAZVSOS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YOPVWVGHSLBYLP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OFSJWIMKNLVRSX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TYXCBKFBJARJJH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LBJAJWGHSAXIFM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LLOKAEVJHTUHBQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DUBKGLZETBFRNV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FHBMDMBGRWTBIU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AVORTLRMPFHAKF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QCEXJEJLPONKML-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BKFILKDWWQRVDC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SMGZOKZZXVXWBW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OODJBXMGHNSBHK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XKLILWHZXGZBSS-VKAVYKQESA-N', 'inactive', 0.5681818181818182]
['ABNVVKAVWJYHCL-OPEAARRCSA-N', 'inactive', 0.5681818181818182]
['MYPHZBOANNRFAS-JTPVZTEWSA-N', 'inactive', 0.5681818181818182]
['XXRJWFOMOOANJW-MKBNCEHSSA-N', 'inactive', 0.5681818181818182]
['FTHSNABZISUYPK-VCUSLETLSA-N', 'inactive', 0.5681818181818182]
['GRWGFIPHTNFQEP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MCRITNGWHKJMEO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ATNSTQSHEVWREN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QWAHQVXCHUPHBF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AYHBKPMIVNFMSQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZISWRNQYEFIODX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JUAWTNMXJGPKET-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HYWSAKRCBCFZNH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CIZHGALXLULIQL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BSSPYOFIICQXJV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BXOZKUDLANACHV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CQBZVIBMGWUTNG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QKZRXOJXOKGBGR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FYIFAFHTFSTLBS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JKQOVNUQLBDEMK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CYRFSCHLXCYWIA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MMWBXUZKVZIXPD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PVHXVOQJKBAVEF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KMKCYSQGJYRNCA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GEEPEXFVHNSLEP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JDKJSACUOQWFBC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HFRHPJJJVLWXMW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FKLNUQFJSGZPTM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BVIMCGSADKVCQF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UUYNHEJWFBBPOG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XHBWMVSQZJHZGQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DOYZZGUKDWHHRB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JOKCXBSMLLUZDX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AWFNLKCPDSXBJH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BQMKHOKVOGWNQK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KEYLCWJMJBAQMY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XZFOCFVKYRQEKH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AEOHKNLXPCWKHG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZWYRGHSXXPDAFC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZBRHPQMIJNKQHC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CJZISSFJVWOBSQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FJZHHKGWZXQERI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SFVZLKSDVYSCBC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KIEZWBVEPQUPCF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QOYMOZOQOQXGAP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HLMIGAXSGFYIPD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XCSNBMZBPUBGGS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RWRPQQHYNXHBCR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JRINKBCLAZHNHX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GXMQVTJJJFSBCO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KYPJXMVDLIDWCT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IUAKLGLZEFAVLH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YZORSNPYEAUMER-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GOSAXKNSXJFZLD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FSBDTLLHHUCMLT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WHOCHMJSDFBNMD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IUDGCARNTAPSNK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IKGFGKAMNCAYTK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KCBAJVCIPBQHFW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ROIJBWRHVZOGRR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LOAPXIWWMFEHLR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RPSIOCAXOBWGLL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UCIQSQSQSZPMDU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UVPNFNAXJIWPSG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HZBOWCMZGWAMJM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JSXLONXQJQVPTG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TYVPCTBQZJZUPL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TVDWRZXFEQLOEC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PLUNSWIBOONVTK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FRBFEFUPIIUVCL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZPVQBQWNPMEYEQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PIONWVMQONSXCA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LBVZLCIQAHRGIL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KNIAZNZUVROBLV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YBPLABPSKAHGRZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DXKLGKKPFOHTKA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ADNCSUCVFVXLDA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KEXMDSZOVJSFOG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ASGSXDZFBBXDIH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OEQQKIIIUITVLN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FOGMULRTTNGANT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RUCZWIVINCNYPC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FMLGFDDALJQPIW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RIJNCPVTIFAOCN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MLIBOSOCCULDSC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
